,material_id,formation_energy_per_atom,band_gap,pretty_formula,e_above_hull,elements,cif,spacegroup.number
42977,mp-983609,0.0364443333333331,0.0,MgIn5,0.0680475266666653,"['In', 'Mg']","# generated using pymatgen
data_MgIn5
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   9.08603115
_cell_length_b   9.08603115
_cell_length_c   5.51027900
_cell_angle_alpha   90.00000000
_cell_angle_beta   90.00000000
_cell_angle_gamma   159.10199739
_symmetry_Int_Tables_number   1
_chemical_formula_structural   MgIn5
_chemical_formula_sum   'Mg1 In5'
_cell_volume   162.26757830
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Mg  Mg0  1  0.22200100  0.77799900  0.50000000  1
  In  In1  1  0.99962300  0.00037700  0.00000000  1
  In  In2  1  0.66944700  0.33055300  0.00000000  1
  In  In3  1  0.33184900  0.66815100  0.00000000  1
  In  In4  1  0.55919000  0.44081000  0.50000000  1
  In  In5  1  0.88573900  0.11426100  0.50000000  1
",38
34654,mp-1187900,-0.0089004716666665,0.0,Yb2Mg,0.0333459650000003,"['Mg', 'Yb']","# generated using pymatgen
data_Yb2Mg
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   6.27164149
_cell_length_b   6.27164149
_cell_length_c   5.92270400
_cell_angle_alpha   90.00000000
_cell_angle_beta   90.00000000
_cell_angle_gamma   120.36762452
_symmetry_Int_Tables_number   1
_chemical_formula_structural   Yb2Mg
_chemical_formula_sum   'Yb4 Mg2'
_cell_volume   200.99828254
_cell_formula_units_Z   2
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Yb  Yb0  1  0.65940300  0.98068900  0.25000000  1
  Yb  Yb1  1  0.01931100  0.34059700  0.75000000  1
  Yb  Yb2  1  0.98068900  0.65940300  0.25000000  1
  Yb  Yb3  1  0.34059700  0.01931100  0.75000000  1
  Mg  Mg4  1  0.66524800  0.66524800  0.75000000  1
  Mg  Mg5  1  0.33475200  0.33475200  0.25000000  1
",63
33693,mp-1216812,-0.2356027350000005,0.0,U2CuSi3,0.0303757396875008,"['Cu', 'Si', 'U']","# generated using pymatgen
data_U2CuSi3
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   7.47205542
_cell_length_b   7.47205542
_cell_length_c   7.47205542
_cell_angle_alpha   149.30689872
_cell_angle_beta   148.97805219
_cell_angle_gamma   44.20221265
_symmetry_Int_Tables_number   1
_chemical_formula_structural   U2CuSi3
_chemical_formula_sum   'U2 Cu1 Si3'
_cell_volume   109.42514057
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  U  U0  1  0.12999800  0.12999800  0.00000000  1
  U  U1  1  0.36747800  0.86747800  0.50000000  1
  Cu  Cu2  1  0.96028300  0.46028300  0.50000000  1
  Si  Si3  1  0.70763200  0.70763200  0.00000000  1
  Si  Si4  1  0.53845200  0.53845200  0.00000000  1
  Si  Si5  1  0.79615600  0.29615600  0.50000000  1
",44
36638,mp-1185905,-0.0224805799999998,0.0,MgIn2,0.0407258066666664,"['In', 'Mg']","# generated using pymatgen
data_MgIn2
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   6.05149701
_cell_length_b   6.05149701
_cell_length_c   8.17240126
_cell_angle_alpha   69.57215617
_cell_angle_beta   69.57215617
_cell_angle_gamma   32.95902209
_symmetry_Int_Tables_number   1
_chemical_formula_structural   MgIn2
_chemical_formula_sum   'Mg2 In4'
_cell_volume   151.65088082
_cell_formula_units_Z   2
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Mg  Mg0  1  0.19411700  0.19411700  0.36083600  1
  Mg  Mg1  1  0.80588300  0.80588300  0.63916400  1
  In  In2  1  0.14066400  0.14066400  0.96676100  1
  In  In3  1  0.85933600  0.85933600  0.03323900  1
  In  In4  1  0.47222200  0.47222200  0.31282500  1
  In  In5  1  0.52777800  0.52777800  0.68717500  1
",12
11265,mp-1958,-1.954095768333333,2.0435000000000003,SrTe,0.0,"['Sr', 'Te']","# generated using pymatgen
data_SrTe
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   4.75469065
_cell_length_b   4.75469065
_cell_length_c   4.75469065
_cell_angle_alpha   60.00000000
_cell_angle_beta   60.00000000
_cell_angle_gamma   60.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   SrTe
_chemical_formula_sum   'Sr1 Te1'
_cell_volume   76.00668652
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Sr  Sr0  1  0.00000000  0.00000000  0.00000000  1
  Te  Te1  1  0.50000000  0.50000000  0.50000000  1
",225
41634,mp-1187054,0.058748487499999,0.0,Th3Mg,0.0630969253187911,"['Mg', 'Th']","# generated using pymatgen
data_Th3Mg
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   6.14273299
_cell_length_b   6.14273299
_cell_length_c   6.14273339
_cell_angle_alpha   132.72899961
_cell_angle_beta   132.72898943
_cell_angle_gamma   69.08006225
_symmetry_Int_Tables_number   1
_chemical_formula_structural   Th3Mg
_chemical_formula_sum   'Th3 Mg1'
_cell_volume   122.75477535
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Th  Th0  1  0.50000000  0.50000000  0.00000000  1
  Th  Th1  1  0.75000000  0.25000000  0.50000000  1
  Th  Th2  1  0.25000000  0.75000000  0.50000000  1
  Mg  Mg3  1  0.00000000  0.00000000  0.00000000  1
",139
44737,mp-1224360,-0.5373809899999991,0.0,HfNb2VC4,0.075976801805556,"['C', 'Hf', 'Nb', 'V']","# generated using pymatgen
data_HfNb2VC4
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   10.43246514
_cell_length_b   10.43246514
_cell_length_c   10.43246505
_cell_angle_alpha   17.41386407
_cell_angle_beta   17.41386407
_cell_angle_gamma   17.41386529
_symmetry_Int_Tables_number   1
_chemical_formula_structural   HfNb2VC4
_chemical_formula_sum   'Hf1 Nb2 V1 C4'
_cell_volume   88.74675770
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Hf  Hf0  1  0.00300700  0.00300700  0.00300700  1
  Nb  Nb1  1  0.49703100  0.49703100  0.49703100  1
  Nb  Nb2  1  0.24868000  0.24868000  0.24868000  1
  V  V3  1  0.75167100  0.75167100  0.75167100  1
  C  C4  1  0.87317400  0.87317400  0.87317400  1
  C  C5  1  0.62475000  0.62475000  0.62475000  1
  C  C6  1  0.38028400  0.38028400  0.38028400  1
  C  C7  1  0.12140300  0.12140300  0.12140300  1
",160
31440,mp-759901,-2.588849069,0.8084,Li3CuF6,0.0226381809999995,"['Cu', 'F', 'Li']","# generated using pymatgen
data_Li3CuF6
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   5.20453800
_cell_length_b   5.03640800
_cell_length_c   9.04445746
_cell_angle_alpha   56.66271300
_cell_angle_beta   90.00000000
_cell_angle_gamma   90.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   Li3CuF6
_chemical_formula_sum   'Li6 Cu2 F12'
_cell_volume   198.06421457
_cell_formula_units_Z   2
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Li  Li0  1  0.95357900  0.26583500  0.24259800  1
  Li  Li1  1  0.50000000  0.50000000  0.00000000  1
  Li  Li2  1  0.04642100  0.73416500  0.75740200  1
  Li  Li3  1  0.54642100  0.26583500  0.74259800  1
  Li  Li4  1  0.00000000  0.50000000  0.50000000  1
  Li  Li5  1  0.45357900  0.73416500  0.25740200  1
  Cu  Cu6  1  0.50000000  0.00000000  0.50000000  1
  Cu  Cu7  1  0.00000000  0.00000000  0.00000000  1
  F  F8  1  0.17900700  0.61895100  0.06264200  1
  F  F9  1  0.19054100  0.24987300  0.42085200  1
  F  F10  1  0.42645000  0.90196200  0.73583100  1
  F  F11  1  0.57355000  0.09803800  0.26416900  1
  F  F12  1  0.80945900  0.75012700  0.57914800  1
  F  F13  1  0.82099300  0.38104900  0.93735800  1
  F  F14  1  0.32099300  0.61895100  0.56264200  1
  F  F15  1  0.30945900  0.24987300  0.92085200  1
  F  F16  1  0.07355000  0.90196200  0.23583100  1
  F  F17  1  0.92645000  0.09803800  0.76416900  1
  F  F18  1  0.69054100  0.75012700  0.07914800  1
  F  F19  1  0.67900700  0.38104900  0.43735800  1
",14
16988,mp-976952,-2.926313096310344,0.0,NaPuO3,0.0,"['Na', 'Pu', 'O']","# generated using pymatgen
data_NaPuO3
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   4.23834900
_cell_length_b   4.23834900
_cell_length_c   4.23834900
_cell_angle_alpha   90.00000000
_cell_angle_beta   90.00000000
_cell_angle_gamma   90.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   NaPuO3
_chemical_formula_sum   'Na1 Pu1 O3'
_cell_volume   76.13601561
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Na  Na0  1  0.00000000  0.00000000  0.00000000  1
  Pu  Pu1  1  0.50000000  0.50000000  0.50000000  1
  O  O2  1  0.50000000  0.50000000  0.00000000  1
  O  O3  1  0.50000000  0.00000000  0.50000000  1
  O  O4  1  0.00000000  0.50000000  0.50000000  1
",221
27194,mp-1219943,-0.778879033867188,0.5326000000000004,Pb2SeS,0.0117034174999988,"['Pb', 'S', 'Se']","# generated using pymatgen
data_Pb2SeS
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   4.32513400
_cell_length_b   4.32513400
_cell_length_c   6.13589200
_cell_angle_alpha   90.00000000
_cell_angle_beta   90.00000000
_cell_angle_gamma   90.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   Pb2SeS
_chemical_formula_sum   'Pb2 Se1 S1'
_cell_volume   114.78280702
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Pb  Pb0  1  0.00000000  0.00000000  0.00000000  1
  Pb  Pb1  1  0.50000000  0.50000000  0.50000000  1
  Se  Se2  1  0.50000000  0.50000000  0.00000000  1
  S  S3  1  0.00000000  0.00000000  0.50000000  1
",123
13744,mp-20289,-1.1120819057004303,1.8682000000000003,NaInS2,0.0,"['In', 'Na', 'S']","# generated using pymatgen
data_NaInS2
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   7.06240605
_cell_length_b   7.06240605
_cell_length_c   7.06240616
_cell_angle_alpha   31.70287752
_cell_angle_beta   31.70287752
_cell_angle_gamma   31.70288106
_symmetry_Int_Tables_number   1
_chemical_formula_structural   NaInS2
_chemical_formula_sum   'Na1 In1 S2'
_cell_volume   86.39317960
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Na  Na0  1  0.50000000  0.50000000  0.50000000  1
  In  In1  1  0.00000000  0.00000000  0.00000000  1
  S  S2  1  0.74003300  0.74003300  0.74003300  1
  S  S3  1  0.25996700  0.25996700  0.25996700  1
",166
5623,mp-1186749,-0.4616953262500001,0.0,PrHoIn2,0.0,"['Ho', 'In', 'Pr']","# generated using pymatgen
data_PrHoIn2
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   5.41985327
_cell_length_b   5.41985327
_cell_length_c   5.41985327
_cell_angle_alpha   60.00000000
_cell_angle_beta   60.00000000
_cell_angle_gamma   60.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   PrHoIn2
_chemical_formula_sum   'Pr1 Ho1 In2'
_cell_volume   112.57646041
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Pr  Pr0  1  0.00000000  0.00000000  0.00000000  1
  Ho  Ho1  1  0.50000000  0.50000000  0.50000000  1
  In  In2  1  0.25000000  0.25000000  0.25000000  1
  In  In3  1  0.75000000  0.75000000  0.75000000  1
",225
44278,mp-1283704,-2.009468103,1.8015,Zn2CrWO6,0.0754910240000148,"['Cr', 'O', 'W', 'Zn']","# generated using pymatgen
data_Zn2CrWO6
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   5.24152613
_cell_length_b   5.54168026
_cell_length_c   7.63777141
_cell_angle_alpha   85.27371151
_cell_angle_beta   90.04798136
_cell_angle_gamma   90.04995760
_symmetry_Int_Tables_number   1
_chemical_formula_structural   Zn2CrWO6
_chemical_formula_sum   'Zn4 Cr2 W2 O12'
_cell_volume   221.09877107
_cell_formula_units_Z   2
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Zn  Zn0  1  0.00617700  0.49605700  0.23498800  1
  Zn  Zn1  1  0.50852100  0.97422300  0.72716300  1
  Zn  Zn2  1  0.50751600  0.05899700  0.26785400  1
  Zn  Zn3  1  0.01077000  0.56394000  0.77001700  1
  Cr  Cr4  1  0.50906800  0.50465800  0.99133200  1
  Cr  Cr5  1  0.00725700  0.00347200  0.48980100  1
  W  W6  1  0.50778500  0.50632000  0.49345500  1
  W  W7  1  0.00865900  0.01096500  0.99231700  1
  O  O8  1  0.18389400  0.68786800  0.04642500  1
  O  O9  1  0.68671700  0.18397200  0.55021200  1
  O  O10  1  0.19993700  0.31815800  0.41989300  1
  O  O11  1  0.70423100  0.81289300  0.92200800  1
  O  O12  1  0.63335500  0.48821200  0.24442600  1
  O  O13  1  0.13899400  0.99455500  0.74161100  1
  O  O14  1  0.32396000  0.81955800  0.42576600  1
  O  O15  1  0.83055900  0.32187200  0.93155800  1
  O  O16  1  0.87472500  0.00219600  0.23980900  1
  O  O17  1  0.38402700  0.51650400  0.73898500  1
  O  O18  1  0.31941800  0.19350400  0.05603400  1
  O  O19  1  0.82110200  0.68623800  0.55866700  1
",1
32135,mp-1188985,-2.235313030525861,1.0314,PrMn7O12,0.0248515152187493,"['Mn', 'O', 'Pr']","# generated using pymatgen
data_PrMn7O12
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   6.54894233
_cell_length_b   6.54894233
_cell_length_c   7.57611369
_cell_angle_alpha   54.92291620
_cell_angle_beta   54.92291620
_cell_angle_gamma   70.42794674
_symmetry_Int_Tables_number   1
_chemical_formula_structural   PrMn7O12
_chemical_formula_sum   'Pr1 Mn7 O12'
_cell_volume   217.61437298
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Pr  Pr0  1  0.00000000  0.00000000  0.00000000  1
  Mn  Mn1  1  0.00000000  0.00000000  0.50000000  1
  Mn  Mn2  1  0.50000000  0.50000000  0.50000000  1
  Mn  Mn3  1  0.50000000  0.50000000  0.00000000  1
  Mn  Mn4  1  0.00000000  0.50000000  0.00000000  1
  Mn  Mn5  1  0.50000000  0.00000000  0.00000000  1
  Mn  Mn6  1  0.00000000  0.50000000  0.50000000  1
  Mn  Mn7  1  0.50000000  0.00000000  0.50000000  1
  O  O8  1  0.68511800  0.29974800  0.83364600  1
  O  O9  1  0.70025200  0.31488200  0.16635400  1
  O  O10  1  0.31488200  0.70025200  0.16635400  1
  O  O11  1  0.29974800  0.68511800  0.83364600  1
  O  O12  1  0.17132400  0.17132400  0.13331000  1
  O  O13  1  0.82867600  0.82867600  0.86669000  1
  O  O14  1  0.82229600  0.82229600  0.48681200  1
  O  O15  1  0.17770400  0.17770400  0.51318800  1
  O  O16  1  0.13294100  0.48258100  0.68785300  1
  O  O17  1  0.51741900  0.86705900  0.31214700  1
  O  O18  1  0.86705900  0.51741900  0.31214700  1
  O  O19  1  0.48258100  0.13294100  0.68785300  1
",12
6159,mp-1207413,-0.6761609855555556,0.0,Zr5Sn3C,0.0,"['C', 'Sn', 'Zr']","# generated using pymatgen
data_Zr5Sn3C
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   8.50811052
_cell_length_b   8.50811052
_cell_length_c   5.86739000
_cell_angle_alpha   90.00000000
_cell_angle_beta   90.00000000
_cell_angle_gamma   120.00000405
_symmetry_Int_Tables_number   1
_chemical_formula_structural   Zr5Sn3C
_chemical_formula_sum   'Zr10 Sn6 C2'
_cell_volume   367.82548465
_cell_formula_units_Z   2
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Zr  Zr0  1  0.33333300  0.66666700  0.50000000  1
  Zr  Zr1  1  0.66666700  0.33333300  0.50000000  1
  Zr  Zr2  1  0.66666700  0.33333300  0.00000000  1
  Zr  Zr3  1  0.33333300  0.66666700  0.00000000  1
  Zr  Zr4  1  0.21783200  0.00000000  0.75000000  1
  Zr  Zr5  1  0.78216800  0.00000000  0.25000000  1
  Zr  Zr6  1  0.00000000  0.21783200  0.75000000  1
  Zr  Zr7  1  0.00000000  0.78216800  0.25000000  1
  Zr  Zr8  1  0.78216800  0.78216800  0.75000000  1
  Zr  Zr9  1  0.21783200  0.21783200  0.25000000  1
  Sn  Sn10  1  0.59711700  0.00000000  0.75000000  1
  Sn  Sn11  1  0.40288300  0.00000000  0.25000000  1
  Sn  Sn12  1  0.00000000  0.59711700  0.75000000  1
  Sn  Sn13  1  0.00000000  0.40288300  0.25000000  1
  Sn  Sn14  1  0.40288300  0.40288300  0.75000000  1
  Sn  Sn15  1  0.59711700  0.59711700  0.25000000  1
  C  C16  1  0.00000000  0.00000000  0.50000000  1
  C  C17  1  0.00000000  0.00000000  0.00000000  1
",193
10660,mp-1220160,-0.7241960144999993,0.0,NdGa3Pt,0.0,"['Ga', 'Nd', 'Pt']","# generated using pymatgen
data_NdGa3Pt
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   6.18725474
_cell_length_b   6.18725474
_cell_length_c   6.18725474
_cell_angle_alpha   140.17307316
_cell_angle_beta   140.17307316
_cell_angle_gamma   57.59060583
_symmetry_Int_Tables_number   1
_chemical_formula_structural   NdGa3Pt
_chemical_formula_sum   'Nd1 Ga3 Pt1'
_cell_volume   96.32082956
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Nd  Nd0  1  0.00000000  0.00000000  0.00000000  1
  Ga  Ga1  1  0.61480800  0.61480800  0.00000000  1
  Ga  Ga2  1  0.38519200  0.38519200  0.00000000  1
  Ga  Ga3  1  0.75000000  0.25000000  0.50000000  1
  Pt  Pt4  1  0.25000000  0.75000000  0.50000000  1
",119
13445,mp-864921,-0.7520217850000002,0.0,MgZrIr2,0.0,"['Mg', 'Zr', 'Ir']","# generated using pymatgen
data_MgZrIr2
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   4.55218941
_cell_length_b   4.55218941
_cell_length_c   4.55218941
_cell_angle_alpha   60.00000000
_cell_angle_beta   60.00000000
_cell_angle_gamma   60.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   MgZrIr2
_chemical_formula_sum   'Mg1 Zr1 Ir2'
_cell_volume   66.70309325
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Mg  Mg0  1  0.50000000  0.50000000  0.50000000  1
  Zr  Zr1  1  0.00000000  0.00000000  0.00000000  1
  Ir  Ir2  1  0.25000000  0.25000000  0.25000000  1
  Ir  Ir3  1  0.75000000  0.75000000  0.75000000  1
",225
33871,mp-556892,-1.790452227,2.755,InBiO3,0.0289430769999965,"['Bi', 'In', 'O']","# generated using pymatgen
data_InBiO3
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   5.71046200
_cell_length_b   6.05481900
_cell_length_c   8.41845500
_cell_angle_alpha   90.00000000
_cell_angle_beta   90.00000000
_cell_angle_gamma   90.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   InBiO3
_chemical_formula_sum   'In4 Bi4 O12'
_cell_volume   291.07493270
_cell_formula_units_Z   4
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  In  In0  1  0.99951000  0.50058200  0.51519700  1
  In  In1  1  0.00049000  0.49941800  0.01519700  1
  In  In2  1  0.49951000  0.99941800  0.01519700  1
  In  In3  1  0.50049000  0.00058200  0.51519700  1
  Bi  Bi4  1  0.99832200  0.93883100  0.79302700  1
  Bi  Bi5  1  0.50167800  0.43883100  0.79302700  1
  Bi  Bi6  1  0.49832200  0.56116900  0.29302700  1
  Bi  Bi7  1  0.00167800  0.06116900  0.29302700  1
  O  O8  1  0.80221800  0.79293500  0.43491900  1
  O  O9  1  0.11629400  0.44912700  0.25761300  1
  O  O10  1  0.88370600  0.55087300  0.75761300  1
  O  O11  1  0.15916700  0.16188800  0.52894300  1
  O  O12  1  0.65916700  0.33811200  0.02894300  1
  O  O13  1  0.34083300  0.66188800  0.52894300  1
  O  O14  1  0.84083300  0.83811200  0.02894300  1
  O  O15  1  0.61629400  0.05087300  0.75761300  1
  O  O16  1  0.19778200  0.20706500  0.93491900  1
  O  O17  1  0.69778200  0.29293500  0.43491900  1
  O  O18  1  0.38370600  0.94912700  0.25761300  1
  O  O19  1  0.30221800  0.70706500  0.93491900  1
",33
42135,mp-1186546,-0.0436659718749998,0.0,Pm3Zn,0.063399240416667,"['Pm', 'Zn']","# generated using pymatgen
data_Pm3Zn
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   7.03036552
_cell_length_b   7.03036552
_cell_length_c   5.33851900
_cell_angle_alpha   90.00000000
_cell_angle_beta   90.00000000
_cell_angle_gamma   119.99999549
_symmetry_Int_Tables_number   1
_chemical_formula_structural   Pm3Zn
_chemical_formula_sum   'Pm6 Zn2'
_cell_volume   228.51107572
_cell_formula_units_Z   2
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Pm  Pm0  1  0.17652900  0.35305800  0.25000000  1
  Pm  Pm1  1  0.64694200  0.82347100  0.25000000  1
  Pm  Pm2  1  0.17652900  0.82347100  0.25000000  1
  Pm  Pm3  1  0.82347100  0.64694200  0.75000000  1
  Pm  Pm4  1  0.35305800  0.17652900  0.75000000  1
  Pm  Pm5  1  0.82347100  0.17652900  0.75000000  1
  Zn  Zn6  1  0.33333300  0.66666700  0.75000000  1
  Zn  Zn7  1  0.66666700  0.33333300  0.25000000  1
",194
